section,section_id,section_sis_id,submitted,attempt,"2253763: How would you rate the difficulty of the material in ""Part 1"" (Chapters 1-4)?",1.0,2253764: How would you rate the demands of theactivities?,1.0,"2253765: Not counting the time spent in class, on average how much time a week do you spend on STAT 202 outside of class (reading check, finishing activities, studying, etc.)",1.0,2253766: How would you rate the usefulness of the lecture slides?,1.0,2253767: What are your thoughts on the course website?,1.0,2253768: Which method do you usually use to complete reading checks?,1.0,"2253769: Have you experienced any technical difficulties with the reading checks (ie: completely freezes and need to click ""Start Over"" to get it to work)?",1.0,2253770: Provide your view on Aha Slides participation (can select multiple),1.0,"2253771: This class utilizes an active learning teaching style (partially flipped).
Provide your opinions on the teaching style.",1.0,2253772: How would you rate thedifficultyof Exam 1?,1.0,"2253773: How would you rate the fairness ofExam 1?
Fair means the material was covered in the course and you should be expected to know it.
(difficult does not mean the exam was unfair)",1.0,"2253774: Please provide any general thoughts or critiques you may have concerning the material (Chapter 1-4) and its use in class. If none, leave blank.
If you think that some of the material is stupid or worthless, then feel free to say so. However please indicate why you think it is stupid or worthless.
Similarly, if you think the material is wonderful and perfect, then feel free to say so. However please indicate why you think it is wonderful and perfect.
I rely on your feedback for improving this course for future students!",1.0,n correct,n incorrect,score
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-14 21:21:12 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,8,4,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-14 20:42:33 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"I think it's a very interesting class so far. I took AP Stats in high school so it is a lot easier to grasp most of the concepts. However, the incorporation of coding gave the statistics a new perspective.",0.0,7,5,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-14 20:15:08 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,I think we could have spent more time on how to interpret box plots.,0.0,4,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-14 20:07:16 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,6,6,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-14 19:57:45 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,I think I'm still a little confused about some things. Maybe I need some sort of long-term explanation for what we are going to do with what we are learning right now. Or an introduction of the final project? ,0.0,7,5,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-14 19:55:20 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,Aha slides provides no benefit to the lecture,0.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-14 18:42:03 UTC,1,5 - Very difficult,1.0,4 -,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Hate it - go back to Canvas,0.0,app link,1.0,No issues,1.0,Aha slides provides no benefit to the lecture,0.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-14 18:00:30 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,I think the material covered has been a good introduction to coding for people who have never used R or done any coding before. ,0.0,6,6,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-14 17:05:08 UTC,1,1 - Very easy,0.0,3 - Demands were about right,0.0,0-1 hours,1.0,2 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,6,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-14 16:02:53 UTC,1,4- Somewhat difficult,0.0,4 -,0.0,7 or more hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,1-2 times,0.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,5 - Very difficult,1.0,2 - not fair,0.0,"I thought the application was fair, but the concept was pretty difficult.",0.0,6,6,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-14 04:34:34 UTC,1,3 - Neither difficult nor easy,0.0,4 -,0.0,5-7 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides provides no benefit to the lecture,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"I really like the amount of classes per week because it makes us practice and keep engaging with the content regularly. However, the amount of reading checks and activities takes up so much time (over 9 hours per week) to complete. 

 

The exam was fair for the most part but I do think a few lines of the App2 (summarize) were not covered (like how to filter/select/summarize a category BY another) so there was a lot of confusion. Also, there were too many questions for the amount of time offered. 2 or 3 fewer conceptual questions wouldn't have many much difference content-wise but would make the test much more doable and give space for well-thought resolutions.",0.0,3,9,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-14 03:58:53 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Don't care either way,0.0,Posit Cloud Project,0.0,3-4 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"My only complaint is that the answers for the practice exam weren't released, because it gave me a sense of unease while studying. Yes I could ask about some of the questions during office hours, but not all of them, so I worried I was studying incorrect answers.",0.0,3,9,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-14 02:55:33 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,.,0.0,6,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-14 02:42:00 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 23:26:13 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,4 - fair,0.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 22:31:44 UTC,1,4- Somewhat difficult,0.0,4 -,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,6,6,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 21:55:38 UTC,1,2 - Somewhat easy,0.0,2 -,0.0,0-1 hours,1.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,n/a,0.0,9,3,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 20:33:07 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,5-7 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,1-2 times,0.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,4,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 20:08:51 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,Doesn't matter to me.,0.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"I like how the activities have been structured so far and find it more useful to learn the material than the textbook itself; even though the textbook is helpful in defining what I need to know, I feel the activities are useful in terms of building your own code and getting tangible feedback on them, as I believe coding is easier when it is applied. 

I do wish we spent a little more time delving deeper into the concepts of statistics our code is built on. Sometimes it feels like I know how to generate different models and visualize data but not necessarily why it is important; on that note, the tables that show up that summarize different core concepts of the chapter, like the ones for the 5NGs, are helpful. ",0.0,4,8,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 20:03:54 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,0-1 hours,1.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 20:00:23 UTC,1,4- Somewhat difficult,0.0,4 -,0.0,3-5 hours,0.0,2 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,"Aha slides makes lectures more engaging,No opinion on Aha slides",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,I think the way this class flows is very informative and the Activity and Homework checks are quite useful and actually make me fully understand the content we're learning. ,0.0,3,9,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 19:57:36 UTC,1,4- Somewhat difficult,0.0,4 -,0.0,1-3 hours,0.0,1 - Not useful (waste of time),0.0,Don't care either way,0.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides provides no benefit to the lecture,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,5 - Very difficult,1.0,2 - not fair,0.0,"",0.0,3,9,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 19:26:22 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 19:18:04 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,6,6,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 18:55:04 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,I think that it would be helpful if we did more questions with the entire lecture because I feel like a lot of people have similar questions,0.0,7,5,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 18:30:35 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,7,5,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 18:27:10 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"I really like the resources provided, both the slides and the website. The books are also helpful in completing the reading checks and the activities. I also like that the class covers theory and practice (this way, we can identify and address our difficulties with the TA, and the class also does not get boring).  I also believe the lecture recordings are an excellent source for reviewing the class content and studying for the Exams, so please keep providing them.",0.0,7,5,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 18:18:32 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,3 - Neutral (don't care one way or another),0.0,Don't care either way,0.0,Posit Cloud Project,0.0,No issues,1.0,No opinion on Aha slides,0.0,Would prefer full lecture (completely on your own for activity outside of class),0.0,2 - Somewhat easy,0.0,4 - fair,0.0,"I feel like the broader skill of data analysis loses some important focus to the coding. Obviously the coding is very important, but both in lecture and readings, it feels that the actual skill of ""I coded the program and I have my data, what does it mean"" gets glossed over a bit. It is mentioned, but the actual approach feels a little wishy washy.",0.0,2,10,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 18:10:47 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,2 -,0.0,Hate it - go back to Canvas,0.0,Posit Cloud Project,0.0,Frequent issue,0.0,Aha slides makes lectures more engaging,1.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,2,10,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 18:08:09 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,6,6,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 18:06:58 UTC,1,1 - Very easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,app link,1.0,No issues,1.0,"Aha slides makes lectures more engaging,No opinion on Aha slides",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,6,6,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 18:06:57 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,4- Somewhat difficult,0.0,4 - fair,0.0,"I love how organized this class is! There are so many resources where I can get help when I need it. I'm worried about the upcoming material, so hopefully I'll be able to keep up.",0.0,4,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 18:05:41 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,app link,1.0,3-4 times,0.0,"Aha slides makes lectures more engaging,No opinion on Aha slides",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,3 - Neither fair nor unfair,0.0,I think the material is very helpful in terms of learning how to make the computer calculate more complex equations and make analyses faster and easier. ,0.0,4,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 18:04:44 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Don't care either way,0.0,Posit Cloud Project,0.0,1-2 times,0.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,n/a,0.0,3,9,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 18:04:31 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,2 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 18:03:42 UTC,1,3 - Neither difficult nor easy,0.0,4 -,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,3 - Neither difficult nor easy,0.0,3 - Neither fair nor unfair,0.0,I wished we spent more time working on the activities in class. ,0.0,3,9,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 18:03:24 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,0-1 hours,1.0,2 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,Wish we spent more time working on in-class activities,0.0,6,6,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 18:03:09 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,1-2 times,0.0,Aha slides provides no benefit to the lecture,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"Good material, maybe a little more guidance in the lecture about what what we should know would be nice. I feel like sometimes the information needed for the activities and the reading checks are things we have to figure out fully on our own, ad would be helpful if the professor could touch on that more.",0.0,5,7,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 18:02:44 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Hate it - go back to Canvas,0.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,I think spending more time on how to analyze and interpret data in standard statistical language would be helpful,0.0,3,9,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 18:00:24 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,I like the structure of the class as it is. I also think the material so far has been quite engaging. ,0.0,4,8,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 18:00:15 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"",0.0,7,5,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 17:57:55 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,I think the beginning 3rd of this course was great no complaints! I would love it if you went over a few more solutions to the acts before class is done! But I like this class a lot!,0.0,5,7,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 17:55:26 UTC,1,2 - Somewhat easy,0.0,4 -,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,Posit Cloud Project,0.0,No issues,1.0,"Aha slides makes lectures more engaging,No opinion on Aha slides",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,4 - fair,0.0,"Some of the information in the textbook is not actually used in the activities/class/exams, and I wish I knew what I needed to pay attention to when doing the readings so I don't worry about missing things that aren't actually important. Otherwise, everything seems reasonable.",0.0,4,8,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 17:27:37 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,Posit Cloud Project,0.0,No issues,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,4,8,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 17:12:55 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"I would like more question on the exam, be it conceptual or applications. I feel that if you miss even one conceptual question it docks the grade a lot. Or just more opportunities to earn points, something like that ",0.0,5,7,1.0
2023FA_STAT_202-0_SEC21 Introduction to Statistics and Data Science,194484,4920_16417,2023-10-13 16:53:03 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,app link,1.0,3-4 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 16:20:42 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,5-7 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,1-2 times,0.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,5,7,1.0
2023FA_STAT_202-0_SEC20 Introduction to Statistics and Data Science,194481,4920_16416,2023-10-13 16:00:25 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No issues,1.0,Aha slides makes lectures more engaging,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"So far I really enjoy the way this class is taught. I love that there's a detailed schedule of every day on the website so it's easy to see exactly what we'll be doing & what's due when. I like that we do the reading ahead of the activity in class, and I think there's a good amount of working on our own on the activities & going over some parts of the activities together. I also like the use of campuswire to ask questions. The progression & depth of the content make sense & are easy to follow too, and the textbook makes things easy to understand. ",0.0,6,6,1.0
